pattern_remedy_id,chart_id,ayanamsha_id,build_id,source_kind,source_id,remedy_theme,prescription_ids_array,theme_strength,cross_tradition_unanimity_score,verification_pass_status,citation_ref,citation_human,computed_at
1d321fc6-6691-482f-971e-4f42214c62f4,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,66c098d3-2e09-4e52-872c-cad74bcbcdb4,strengthen_Ketu,"{102884ca-69b0-4f4f-9f40-535b83640a73,eb9bdbbb-358a-4016-82df-f7dba49f7ab1,c8a4543b-06e9-418e-93f2-e95051b1216e}",0.169842,0.25,single,bo_upaya:pattern_remedy_v1:resonance/66c098d3-2e09-4e52-872c-cad74bcbcdb4,Pattern remedy theme strengthen_Ketu — 3 prescriptions,2026-08-21 02:31:40.29037+00
385119c7-06d4-4ccd-a5e8-87d5970aaa6d,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,056119a7-2bf8-40e2-923d-fd812475a36f,strengthen_Mars,"{90a4b404-5f8c-4e9a-b9c5-320a18672cad,068b1fc9-782a-4181-9107-276b1ee80e97,3f17439b-c848-47ad-958c-303cfd81f315}",0.140114,0.25,single,bo_upaya:pattern_remedy_v1:resonance/056119a7-2bf8-40e2-923d-fd812475a36f,Pattern remedy theme strengthen_Mars — 3 prescriptions,2026-08-21 02:31:40.29037+00
707ed409-3ffb-4d71-8869-ea56bd0da74d,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,8324decb-c950-4237-98f5-b1bbab5c5010,strengthen_Rahu,"{f5c18d9a-7aae-487a-a2f9-23232dd0c001,7c2e7b49-b29b-4984-b18f-6facdbfb07e3,710937f0-1e32-45cd-bbe4-ac3fc9d67529}",0.1261,0.25,single,bo_upaya:pattern_remedy_v1:resonance/8324decb-c950-4237-98f5-b1bbab5c5010,Pattern remedy theme strengthen_Rahu — 3 prescriptions,2026-08-21 02:31:40.29037+00
fde41237-9448-4df1-a286-5b1edba899c2,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,9057ca8e-1213-45f2-a5ad-37849c8639f2,strengthen_Moon,"{cc6e7b8c-a021-471c-8623-a74664157d8b,d76f5088-fadf-43b1-bd1f-6da2c360a595,79af6923-afe2-4ba7-989d-c498398298f5}",0.125382,0.25,single,bo_upaya:pattern_remedy_v1:resonance/9057ca8e-1213-45f2-a5ad-37849c8639f2,Pattern remedy theme strengthen_Moon — 3 prescriptions,2026-08-21 02:31:40.29037+00
dca05eb7-27f2-410c-86fb-1b685d33abac,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,e891ecd6-80ae-40f3-82f9-b707bceb7922,strengthen_Jupiter,"{ef496455-7953-453f-99c0-1eca54746417,2bff187b-fb1a-4cea-8eed-bffde82dc81d,a238f378-919d-4649-bddc-eeaf95449f22}",0.11466,0.25,single,bo_upaya:pattern_remedy_v1:resonance/e891ecd6-80ae-40f3-82f9-b707bceb7922,Pattern remedy theme strengthen_Jupiter — 3 prescriptions,2026-08-21 02:31:40.29037+00
14859f09-637b-4f66-b664-b7e382e130e7,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,72746aef-c146-4e31-b945-d2d4ad885705,strengthen_Sun,"{1d43c176-0cf6-4309-b7b7-0e64f18c1afd,7cd9a6ca-539c-44a7-a79d-6dc845b5ac3b,99c12300-9923-4add-98fd-efb52582e650}",0.097822,0.25,single,bo_upaya:pattern_remedy_v1:resonance/72746aef-c146-4e31-b945-d2d4ad885705,Pattern remedy theme strengthen_Sun — 3 prescriptions,2026-08-21 02:31:40.29037+00
8527ae00-1544-4129-af78-b7e78f8b8b83,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,fd832808-e46c-4e0e-95b6-a93ab824395b,strengthen_Saturn,"{5754df17-c83e-4c97-b56b-c3301a499998,7fc2d465-93f5-440e-b5e3-0ab877bc6e90,b332f028-f0b5-4ee2-9e04-e112c164d0d8}",0.062832,0.25,single,bo_upaya:pattern_remedy_v1:resonance/fd832808-e46c-4e0e-95b6-a93ab824395b,Pattern remedy theme strengthen_Saturn — 3 prescriptions,2026-08-21 02:31:40.29037+00
8d8da7cb-eaff-4462-b9b9-076e1cd46580,482012f1-710e-4a25-994a-93821f5871aa,raman,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,56cd82de-343a-48f6-898d-77e8acf0b51f,strengthen_Mercury,"{b46f9152-fb13-4309-bfe1-88369d545e5d,a80f79c5-c743-4178-b1e8-3a50a3966cf0,d0a3cb37-332d-41d7-be6e-53a9154b285e}",0.045822,0.25,single,bo_upaya:pattern_remedy_v1:resonance/56cd82de-343a-48f6-898d-77e8acf0b51f,Pattern remedy theme strengthen_Mercury — 3 prescriptions,2026-08-21 02:31:40.29037+00
17395bee-e13c-4cbb-b7a5-a5e781e7b150,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,2fd2ae74-8c61-4006-bd27-900a930edb45,strengthen_Venus,"{89d74d9f-da43-49d0-bf71-f079d672cd01,15dca7e3-54b3-4e84-a808-e3009f5814d8,ec87adf9-8cd6-4b16-bc3e-5560bd040445}",0.173195,0.25,single,bo_upaya:pattern_remedy_v1:resonance/2fd2ae74-8c61-4006-bd27-900a930edb45,Pattern remedy theme strengthen_Venus — 3 prescriptions,2026-08-21 02:31:40.29037+00
f47a6ed3-4eb4-4445-8de8-92a0b8eb04cc,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,791f632c-29e5-494d-9798-09a4aa6dd981,strengthen_Mars,"{09682402-fd17-4228-8832-5d20b2828abc,d06f243a-09bc-4316-9a65-65d5bf6a1eb8,d50adf31-6d3e-4267-89b2-681b500e2db2}",0.140114,0.25,single,bo_upaya:pattern_remedy_v1:resonance/791f632c-29e5-494d-9798-09a4aa6dd981,Pattern remedy theme strengthen_Mars — 3 prescriptions,2026-08-21 02:31:40.29037+00
ea0e4534-3dd6-472f-88f3-5366b360ee4e,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,8263cda7-78ac-479d-b985-47780175dbc6,strengthen_Ketu,"{d16a9c64-64d7-4a46-bcd9-2bf336213941,daef03cf-9a78-4d3b-8fb5-ed0eeb2497af,665ffcc8-7c48-4452-ae37-41d3d4fba094}",0.138642,0.25,single,bo_upaya:pattern_remedy_v1:resonance/8263cda7-78ac-479d-b985-47780175dbc6,Pattern remedy theme strengthen_Ketu — 3 prescriptions,2026-08-21 02:31:40.29037+00
d89e7327-4c70-48e1-b06d-b15cc73b7596,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,f658386b-ed83-48ac-acee-813f027981d2,strengthen_Rahu,"{e907e48e-b741-43bb-81ff-6ca8c2a73ba8,02a735fc-aa55-47d3-812e-68b0bd531293,389690a9-f8bc-42ea-9713-3828832762f9}",0.1261,0.25,single,bo_upaya:pattern_remedy_v1:resonance/f658386b-ed83-48ac-acee-813f027981d2,Pattern remedy theme strengthen_Rahu — 3 prescriptions,2026-08-21 02:31:40.29037+00
5fe93ee1-8048-4194-9a8b-6054a15f0f87,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,cdda7126-7d39-4e85-92b2-e294a6b5a0bc,strengthen_Moon,"{dd55454e-91c9-4dd7-9358-9a18ce7f548f,0bf8a1a6-8868-4e14-8294-06c270b1d8c0,9d0bdecb-9dca-41fd-bc34-15775f2fd2ab}",0.116022,0.25,single,bo_upaya:pattern_remedy_v1:resonance/cdda7126-7d39-4e85-92b2-e294a6b5a0bc,Pattern remedy theme strengthen_Moon — 3 prescriptions,2026-08-21 02:31:40.29037+00
cbf4cbf0-bbd1-49aa-a1b5-76d7af3998e3,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,93bbca2a-c626-41cd-9737-c7aeb24724f4,strengthen_Jupiter,"{0b418653-697b-469b-9c59-fa166013512c,1092e17a-e93d-4ec6-b46d-d9b9d61e9fb5,1749bc0e-9e0e-48b9-a925-4943ee03f991}",0.11466,0.25,single,bo_upaya:pattern_remedy_v1:resonance/93bbca2a-c626-41cd-9737-c7aeb24724f4,Pattern remedy theme strengthen_Jupiter — 3 prescriptions,2026-08-21 02:31:40.29037+00
5e28ea79-ac3a-4862-a1b7-91c1a3676ed8,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,8944ffbb-7876-447b-afde-095a52a6b3c5,strengthen_Sun,"{0f9d85c6-b39f-4c71-8a83-de1966e74570,5e97ff92-5b7c-47e9-8d5d-843bdcbf36a3,19090a36-c2d4-4681-b55e-af3cd9fd79da}",0.097822,0.25,single,bo_upaya:pattern_remedy_v1:resonance/8944ffbb-7876-447b-afde-095a52a6b3c5,Pattern remedy theme strengthen_Sun — 3 prescriptions,2026-08-21 02:31:40.29037+00
00830efd-1430-4e99-956a-c60c46adc48f,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,0d2391cd-c237-42ae-a253-ffabbc9069dd,strengthen_Saturn,"{437c0388-b379-4fa1-8ee7-5bd0366ff0c5,e987b0cf-5c19-43fb-bbeb-6865ab1f8d1f,a03db48b-d4ec-4454-9f2e-6fc5042fec38}",0.094032,0.25,single,bo_upaya:pattern_remedy_v1:resonance/0d2391cd-c237-42ae-a253-ffabbc9069dd,Pattern remedy theme strengthen_Saturn — 3 prescriptions,2026-08-21 02:31:40.29037+00
fddbfcdf-fd21-4b68-995e-83d696f2834a,482012f1-710e-4a25-994a-93821f5871aa,krishnamurti,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,30bf3e39-927a-493d-abb7-c83623c3f28e,strengthen_Mercury,"{d060adcc-3be4-4821-84ad-881bff0033a5,7e966554-f09e-4446-92e5-12799b0bafb4,159a3eea-5fed-4692-bd48-12748bb875fd}",0.077022,0.25,single,bo_upaya:pattern_remedy_v1:resonance/30bf3e39-927a-493d-abb7-c83623c3f28e,Pattern remedy theme strengthen_Mercury — 3 prescriptions,2026-08-21 02:31:40.29037+00
3fc9692c-1a64-4892-a472-4597558b4013,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,d26027a8-9944-476f-8269-2723dff2f596,strengthen_Mars,"{209d0bf1-b367-4368-8697-ce605222d0bd,6c37e0ea-a0d6-4532-963f-04d9f49ff1a8,0d7881e7-8cf1-4738-99f6-5526363d2b1a}",0.219674,0.25,single,bo_upaya:pattern_remedy_v1:resonance/d26027a8-9944-476f-8269-2723dff2f596,Pattern remedy theme strengthen_Mars — 3 prescriptions,2026-08-21 02:31:40.29037+00
6654c980-4732-464c-b1a6-7fbf41fc5f69,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,bc190efd-a054-49c0-adb3-7fcd1c9478c5,strengthen_Rahu,"{80afd0bd-c27e-4a03-95d6-b145a7899920,84f38193-f58a-43f1-8ea1-7d1210c65e81,2f177afa-85bf-4772-b808-13f81e0e7562}",0.14014,0.25,single,bo_upaya:pattern_remedy_v1:resonance/bc190efd-a054-49c0-adb3-7fcd1c9478c5,Pattern remedy theme strengthen_Rahu — 3 prescriptions,2026-08-21 02:31:40.29037+00
b828a79c-5713-4b2d-af1b-5307188b7bbf,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,daf4d97c-c8f7-42eb-a131-50a767dab82b,strengthen_Ketu,"{aadd6111-e52a-4781-96d5-6d498ad72462,1cf3c6dc-cd0c-4d37-b489-cf18bd0e1036,d8090fd4-f5ec-4751-9464-51c5def02168}",0.135522,0.25,single,bo_upaya:pattern_remedy_v1:resonance/daf4d97c-c8f7-42eb-a131-50a767dab82b,Pattern remedy theme strengthen_Ketu — 3 prescriptions,2026-08-21 02:31:40.29037+00
cc0b6c3a-5bb1-414a-86b5-6c2cabbe1b20,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,64f22d82-ce9f-48d7-a60e-3a6ec61e7f99,strengthen_Venus,"{79118325-55c5-4c5c-ab97-1970f4c07e3f,cfb8cb9c-0393-4230-886a-634370252de0,3275187c-b3c7-4b2a-8a2a-e7ab063a1c9f}",0.132352,0.25,single,bo_upaya:pattern_remedy_v1:resonance/64f22d82-ce9f-48d7-a60e-3a6ec61e7f99,Pattern remedy theme strengthen_Venus — 3 prescriptions,2026-08-21 02:31:40.29037+00
ba69acb0-b818-412f-a849-2facb2097496,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,8ee4736f-b9a8-4039-8c53-56a8ff551f56,strengthen_Saturn,"{c59a5374-062e-4e14-a9bd-e5f07adb10aa,ecf9a963-c999-4d61-9fb8-744bea8d9e36,cbfc6ebf-0395-47be-9678-463c36547b88}",0.109632,0.25,single,bo_upaya:pattern_remedy_v1:resonance/8ee4736f-b9a8-4039-8c53-56a8ff551f56,Pattern remedy theme strengthen_Saturn — 3 prescriptions,2026-08-21 02:31:40.29037+00
d7795f5f-6a6f-4bcf-a1f6-8e58459e53e3,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,1338eef9-f847-4b24-aca9-907f759dc483,strengthen_Moon,"{85b021c4-582c-4a72-8689-b0d582ef0f63,c7dcfd01-9631-455b-b328-c279c322ebe6,9fbf2d36-2b0b-448b-b2c2-7b2d82fca18c}",0.10049,0.25,single,bo_upaya:pattern_remedy_v1:resonance/1338eef9-f847-4b24-aca9-907f759dc483,Pattern remedy theme strengthen_Moon — 3 prescriptions,2026-08-21 02:31:40.29037+00
4851474d-c650-49ac-af00-2b2e38c9617a,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,8bd73084-22a6-4ef7-a32b-61e66bce9c95,strengthen_Sun,"{9faf9bea-32f6-4c20-926d-7b3267e5624a,d3bbd040-5c08-4f09-a175-2bf6bb6512ce,1b6e2ce8-93a4-4451-9a7a-37f058240c30}",0.097822,0.25,single,bo_upaya:pattern_remedy_v1:resonance/8bd73084-22a6-4ef7-a32b-61e66bce9c95,Pattern remedy theme strengthen_Sun — 3 prescriptions,2026-08-21 02:31:40.29037+00
6b7e0d28-781c-44ab-8ebc-0fe1192648bf,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,f51684ee-e638-4e51-8359-37cd08c5d225,strengthen_Mercury,"{24934f5a-b106-4f28-be26-b33683241492,a34c8409-c8f1-489e-96a8-c72a3c331b83,d7010817-02dc-4ec9-a366-95299bec90ff}",0.097822,0.25,single,bo_upaya:pattern_remedy_v1:resonance/f51684ee-e638-4e51-8359-37cd08c5d225,Pattern remedy theme strengthen_Mercury — 3 prescriptions,2026-08-21 02:31:40.29037+00
4cbeb98c-25ca-44fc-b080-bd12729accba,482012f1-710e-4a25-994a-93821f5871aa,surya_siddhanta_classical,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,623f1dcc-1255-4ea2-a2d4-a0445e8d2660,strengthen_Jupiter,"{cc0188eb-ad55-4b5f-aec3-d1fc7eaf6eb8,75cd15d8-908f-42ce-b509-6aeb77399de2,23b5681c-4459-4214-9967-5e82a06ec3f2}",0.0897,0.25,single,bo_upaya:pattern_remedy_v1:resonance/623f1dcc-1255-4ea2-a2d4-a0445e8d2660,Pattern remedy theme strengthen_Jupiter — 3 prescriptions,2026-08-21 02:31:40.29037+00
b7abd01c-f06c-476c-8e9c-6b2fbbcaf675,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,053f88e9-6785-4dbd-860f-f47aec65b2d8,strengthen_Venus,"{171db7bf-ae2f-4e8c-9bff-415e7809d8ac,adbf8c2f-03eb-49a6-81e5-ba3855cde587,da618a43-3ebc-4317-a3cd-2e49ca2b6233}",0.173195,0.25,single,bo_upaya:pattern_remedy_v1:resonance/053f88e9-6785-4dbd-860f-f47aec65b2d8,Pattern remedy theme strengthen_Venus — 3 prescriptions,2026-08-21 02:31:40.29037+00
b849fb46-d17b-4822-9f03-50926f5c6c92,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,5f043d6a-d3ad-4834-9bf5-bf760ed38014,strengthen_Mars,"{84a2de5a-e6cd-4188-8159-3a2a12475b4c,b5af262a-07a0-460f-958a-0018bc57e6c0,942237c1-a698-42df-ac1a-f0ed111acfb9}",0.140114,0.25,single,bo_upaya:pattern_remedy_v1:resonance/5f043d6a-d3ad-4834-9bf5-bf760ed38014,Pattern remedy theme strengthen_Mars — 3 prescriptions,2026-08-21 02:31:40.29037+00
c0dcde42-d426-45b1-93ce-3fba9c223287,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,b689295f-e782-4725-95cf-e079513d4630,strengthen_Ketu,"{1e9f574e-54f6-4251-8de4-146f4575c129,76794f92-e106-41ab-8f81-c8a8fd0a3bcc,59c27bf1-558a-4914-ab88-417642e2b02f}",0.138642,0.25,single,bo_upaya:pattern_remedy_v1:resonance/b689295f-e782-4725-95cf-e079513d4630,Pattern remedy theme strengthen_Ketu — 3 prescriptions,2026-08-21 02:31:40.29037+00
68a08e2f-0c23-40cd-b24e-ad40c71fa0ce,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,da9114cf-dfeb-45ed-b385-9807c7ad588a,strengthen_Rahu,"{84b201e8-4857-456b-9dfe-4414de4fb4a1,f20019bb-fcf2-4fdd-ada4-3457339f2aaf,0e525ce4-119b-4736-8332-aef3f306a4ea}",0.1261,0.25,single,bo_upaya:pattern_remedy_v1:resonance/da9114cf-dfeb-45ed-b385-9807c7ad588a,Pattern remedy theme strengthen_Rahu — 3 prescriptions,2026-08-21 02:31:40.29037+00
6df399ba-cfa3-468a-93a3-f28d0eb95ee0,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,8357414d-53ad-454f-95b4-213f4fe5e087,strengthen_Moon,"{01830cab-141c-48b6-ba49-8256419a7360,91016e61-5675-48b3-a52b-7612cf35b864,81ebe708-10c1-4b4a-aede-9c1378d7d0f5}",0.116022,0.25,single,bo_upaya:pattern_remedy_v1:resonance/8357414d-53ad-454f-95b4-213f4fe5e087,Pattern remedy theme strengthen_Moon — 3 prescriptions,2026-08-21 02:31:40.29037+00
cb4a699a-1a05-437f-9b01-a6532c579f32,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,e567460d-8ee3-4873-b961-364de6073aa0,strengthen_Jupiter,"{2fc4ec09-9fa0-4698-8a6b-5336a2d86190,254ff33e-4c7c-4402-a5a3-c205ab7a8d1d,28ee34c1-9553-440b-a13e-69baff6026fd}",0.11466,0.25,single,bo_upaya:pattern_remedy_v1:resonance/e567460d-8ee3-4873-b961-364de6073aa0,Pattern remedy theme strengthen_Jupiter — 3 prescriptions,2026-08-21 02:31:40.29037+00
661378f2-56c0-4f18-8051-9a9ec9ae6d3f,482012f1-710e-4a25-994a-93821f5871aa,true_chitra,5b1ec47a-84ca-4b08-9251-996c06835b86,resonance,fefb7d28-f589-45b7-88fb-bb9aff682707,strengthen_Sun,"{799d4ab8-78fc-40d3-a60f-933e99b33df5,39fa6339-1f4f-4bf4-8d81-1fa09c26520d,3db6e4b4-4f3b-4504-8a77-f04aa2170526}",0.097822,0.25,single,bo_upaya:pattern_remedy_v1:resonance/fefb7d28-f589-45b7-88fb-bb9aff682707,Pattern remedy theme strengthen_Sun — 3 prescriptions,2026-08-21 02:31:40.29037+00
